Time_s,Error
0.0241158772244937,-0.128175233096637
0.0241173921999903,-0.128173939414956
0.0241189070952382,-0.128172645388292
0.0241204219087701,-0.128171351018016
0.0241219366424086,-0.12817005630269
0.0241234512939991,-0.128168761244271
0.02412496586504,-0.1281674658416
0.0241264803558025,-0.12816617009456
0.0241279947659609,-0.128164874003548
0.0241295090961866,-0.128163577568107
0.0241310233471536,-0.128162280787775
0.0241325375175226,-0.128160983663817
0.0241340516082845,-0.128159686195502
0.0241355656179663,-0.12815838838421
0.0241370795497064,-0.128157090227368
0.0241385934000804,-0.128155791728026
0.0241401071719948,-0.128154492883812
0.0241416208635204,-0.128153193696495
0.0241431344747122,-0.128151894166148
0.024144648007346,-0.128150594291361
0.0241461614614959,-0.128149294072185
0.0241476748360915,-0.128147993509657
0.0241491881300098,-0.128146692604861
0.024150701346409,-0.128145391355196
0.0241522144843092,-0.12814408976162
0.0241537275415734,-0.128142787826088
0.024155240520597,-0.128141485546658
0.0241567534200468,-0.12814018292459
0.0241582662417627,-0.128138879958417
0.0241597789861026,-0.128137576647945
0.0241612916501791,-0.128136272995778
0.0241628042377907,-0.128134968998758
0.0241643167448616,-0.128133664660514
0.0241658291746822,-0.128132359978325
0.0241673415257514,-0.128131054953601
0.0241688537987275,-0.128129749585889
0.0241703659929809,-0.128128443875848
0.0241718781117401,-0.128127137820805
0.0241733901518396,-0.128125831423606
0.0241749021134598,-0.128124524684213
0.0241764139970786,-0.12812321760233
0.0241779258049113,-0.128121910176153
0.0241794375348763,-0.128120602407595
0.0241809491876703,-0.128119294296171
0.0241824607656279,-0.128117985839972
0.0241839722638267,-0.128116677043374
0.0241854836841494,-0.128115367904866
0.0241869950280694,-0.128114058423282
0.0241885062952048,-0.128112748599067
0.0241900174852171,-0.128111438432629
0.0241915285985213,-0.128110127923722
0.0241930396363612,-0.128108817071381
0.0241945505979365,-0.128107505876411
0.0241960614824646,-0.128106194339608
0.0241975722893172,-0.128104882461631
0.0241990830197344,-0.128103570241518
0.0242005936767263,-0.128102257676765
0.0242021042571673,-0.128100944770198
0.0242036147603487,-0.12809963152255
0.0242051251867899,-0.128098317933485
0.0242066355389948,-0.128097004000935
0.0242081458135724,-0.128095689727964
0.024209656013009,-0.128094375112522
0.0242111661374905,-0.128093060154558
0.0242126761851336,-0.128091744855827
0.0242141861585249,-0.128090429214187
0.0242156960555441,-0.128089113231598
0.0242172058772997,-0.128087796907207
0.0242187156244236,-0.128086480240575
0.0242202252965748,-0.128085163232112
0.0242217348936162,-0.128083845882048
0.0242232444148539,-0.128082528191103
0.0242247538618963,-0.128081210157984
0.0242262632336581,-0.128079891783751
0.0242277725297706,-0.128078573068839
0.0242292817532357,-0.128077254010736
0.0242307909012348,-0.128075934612015
0.0242322999744811,-0.128074614872166
0.0242338089739297,-0.128073294790466
0.0242353178972515,-0.128071974369064
0.0242368267481567,-0.128070653604824
0.0242383355225819,-0.128069332501414
0.0242398442240201,-0.128068011055889
0.0242413528510522,-0.128066689269601
0.024242861406585,-0.128065367140113
0.0242443698869991,-0.128064044670708
0.0242458782936711,-0.128062721860291
0.0242473866267519,-0.128061398708841
0.0242488948862072,-0.128060075216499
0.0242504030732453,-0.128058751382313
0.0242519111850193,-0.128057427208894
0.0242534192238083,-0.128056102694353
0.024254927189633,-0.128054777838781
0.0242564350812894,-0.128053452643346
0.0242579429000448,-0.128052127107046
0.0242594506467221,-0.128050801229265
0.0242609583202338,-0.12804947501107
0.0242624659208234,-0.128048148452357
0.0242639734483778,-0.128046821553336
0.0242654809022213,-0.128045494314713
0.0242669882845214,-0.128044166734688
0.0242684955934127,-0.128042838815012
0.024270002830697,-0.128041510554211
0.0242715099968454,-0.128040181951974
0.024273017088775,-0.12803885301113
0.0242745241092999,-0.12803752372931
0.0242760310573161,-0.128036194107594
0.0242775379333945,-0.128034864145589
0.0242790447386699,-0.128033533842401
0.0242805514707878,-0.128032203200217
0.0242820581305815,-0.128030872218413
0.024283564718784,-0.12802954089645
0.0242850712342476,-0.128028209235451
0.0242865776789395,-0.128026877233786
0.0242880840529439,-0.128025544891487
0.0242895903536352,-0.128024212210986
0.0242910965836125,-0.128022879190094
0.0242926027432039,-0.128021545828626
0.0242941088320825,-0.128020212126979
0.0242956148494997,-0.128018878085926
0.0242971207942672,-0.128017543706628
0.0242986266707854,-0.128016208985295
0.0243001324742426,-0.128014873926295
0.0243016382075848,-0.12801353852713
0.0243031438713677,-0.128012202787411
0.0243046494628004,-0.128010866709722
0.0243061549846866,-0.128009530291685
0.0243076604358331,-0.128008193534465
0.0243091658156259,-0.128006856438715
0.0243106711249105,-0.128005519003793
0.0243121763627212,-0.128004181230665
0.0243136815316636,-0.128002843117122
0.024315186631485,-0.128001504663493
0.0243166916590892,-0.128000165872641
0.0243181966178295,-0.127998826741691
0.0243197015068786,-0.127997487271484
0.0243212063277327,-0.127996147460794
0.0243227110758716,-0.127994807313755
0.0243242157561491,-0.127993466826152
0.0243257203652057,-0.127992126001082
0.0243272249055204,-0.127990784836445
0.0243287293758855,-0.127989443333423
0.0243302337778228,-0.127988101490764
0.0243317381095109,-0.127986759310201
0.024333242372955,-0.127985416790051
0.0243347465667744,-0.127984073931651
0.0243362506907457,-0.127982730735309
0.0243377547469388,-0.127981387199281
0.0243392587350248,-0.127980043323965
0.0243407626535417,-0.127978699110775
0.0243422665031099,-0.127977354559263
0.0243437702829541,-0.127976009670228
0.0243452739936396,-0.127974664443273
0.0243467776366822,-0.127973318877144
0.0243482812109876,-0.127971972972926
0.0243497847159891,-0.127970626731234
0.0243512881526227,-0.127969280151335
0.0243527915212594,-0.127967933233002
0.0243542948216606,-0.127966585976552
0.0243557980541554,-0.127965238381798
0.0243573012200769,-0.127963890447647
0.0243588043167599,-0.127962542176594
0.0243603073448308,-0.127961193568186
0.0243618103061796,-0.127959844620831
0.0243633131992473,-0.12795849533603
0.0243648160245218,-0.127957145713453
0.0243663187823975,-0.127955795752849
0.024367821472665,-0.127954445454511
0.0243693240953071,-0.12795309481856
0.0243708266500646,-0.127951743845333
0.0243723291389236,-0.127950392533148
0.0243738315595096,-0.127949040884244
0.0243753339122334,-0.127947688898359
0.0243768361996232,-0.12794633657332
0.0243783384177047,-0.127944983912808
0.0243798405703664,-0.127943630913428
0.0243813426547307,-0.127942277577874
0.0243828446733655,-0.127940923903939
0.0243843466241027,-0.127939569893677
