Time_s,Target_Torque_ATW_Nm,From_Tractive_Force_ATW_Nm,Max_Available_ATW_Nm
1.59560395448732e-05,0.134198560506354,-1.79050293775855,560.701211303918
1.61985974504563e-05,0.136238600345398,-1.75588479172788,560.701220222247
1.64421026822046e-05,0.13828660771898,-1.72180871050236,560.701229000549
1.66865627902769e-05,0.140342646127109,-1.68826831580253,560.701237640483
1.69319853700809e-05,0.142406779450368,-1.65525728452004,560.701246143695
1.71783781259022e-05,0.144479072485076,-1.62276933984775,560.701254511819
1.74257488461029e-05,0.146559590734692,-1.59079825475331,560.701262746474
1.76741054125107e-05,0.14864840048878,-1.55933785073726,560.701270849267
1.79234558234686e-05,0.150745569016871,-1.52838199504161,560.701278821793
1.81738081238229e-05,0.152851163979628,-1.49792460939844,560.701286665632
1.84251704925791e-05,0.154965254166069,-1.46795965909246,560.701294382351
1.86775511856524e-05,0.157087909012082,-1.43848116007587,560.701301973507
1.89309585858214e-05,0.159219199020549,-1.40948317306493,560.701309440641
1.91854011521308e-05,0.161359195335804,-1.38095980949962,560.701316785283
1.94408874657142e-05,0.163507970129025,-1.35290522627992,560.70132400895
1.96974261968663e-05,0.165665596321288,-1.32531362951063,560.701331113147
1.99550261076358e-05,0.167832147605387,-1.29817927406755,560.701338099364
2.02136961060706e-05,0.170007698902052,-1.27149645791353,560.701344969082
2.04734451802813e-05,0.172192325805392,-1.24525952912046,560.701351723766
2.07342824657008e-05,0.174386105148591,-1.21946287896919,560.701358364872
2.09962171549801e-05,0.176589114246073,-1.19410095097326,560.701364893841
2.12592586209798e-05,0.17880143192793,-1.1691682287602,560.701371312103
2.15234163213965e-05,0.181023137737784,-1.14465924550353,560.701377621076
2.17886998020977e-05,0.183254311960828,-1.12056858329311,560.701383822163
2.20551187930194e-05,0.185495036430378,-1.09689086440493,560.701389916759
2.23226831048754e-05,0.187745393659145,-1.07362076080554,560.701395906244
2.25914026777714e-05,0.190005467248105,-1.05075298964804,560.701401791987
2.28612876170442e-05,0.192275342187923,-1.02828231036312,560.701407575345
2.31323481186182e-05,0.194555104231163,-1.00620353101793,560.701413257664
2.3404594506707e-05,0.196844840209379,-0.984511504984463,560.701418840275
2.36780372707438e-05,0.199144638343719,-0.963201128062999,560.7014243245
2.39526870356391e-05,0.201454587994778,-0.942267340991354,560.701429711649
2.42285545138344e-05,0.203774779259337,-0.921705132960959,560.701435003019
2.45056506389249e-05,0.206105304094211,-0.901509531548837,560.701440199897
2.47839864414799e-05,0.208446255271823,-0.881675612124481,560.701445303557
2.50635731021375e-05,0.210797726826766,-0.862198493795501,560.701450315261
2.53444219786591e-05,0.213159814283341,-0.843073337609568,560.701455236262
2.56265445330539e-05,0.215532614042637,-0.824295351559037,560.701460067798
2.59099524074939e-05,0.217916224021016,-0.805859785322597,560.701464811099
2.61946574253614e-05,0.220310743658922,-0.787761930387259,560.701469467381
2.64806715271855e-05,0.222716273382076,-0.769997124144418,560.701474037851
2.67680068941071e-05,0.225132915639878,-0.752560742156757,560.701478523703
2.70566757557263e-05,0.227560773289304,-0.735448209956326,560.701482926121
2.7346690588063e-05,0.229999951259859,-0.718654990875744,560.701487246275
2.76380640651922e-05,0.232450556146805,-0.702176589276999,560.701491485329
2.7930808991552e-05,0.234912695641833,-0.686008554396613,560.701495644432
2.82249383763876e-05,0.237386479159176,-0.670146476059522,560.701499724723
2.85204653768371e-05,0.239872017356937,-0.654585987793183,560.70150372733
2.88174033497376e-05,0.242369422572797,-0.639322763960929,560.701507653372
2.91157658902645e-05,0.244878809148998,-0.62435251791971,560.701511503953
2.94155667131232e-05,0.247400292433097,-0.609671008046982,560.701515280171
2.9716819793999e-05,0.249933989967639,-0.595274030601613,560.70151898311
3.00195392918849e-05,0.25248002083689,-0.581157423663459,560.701522613845
3.03237395278936e-05,0.255038505488637,-0.567317067962098,560.701526173439
3.0629435093064e-05,0.257609566640893,-0.553748881894201,560.701529662945
3.09366407375418e-05,0.260193328349854,-0.540448826584478,560.701533083407
3.12453714890472e-05,0.262789917006268,-0.527412900633295,560.701536435857
3.15556425610953e-05,0.265399460563524,-0.514637144151881,560.701539721316
3.18674694086367e-05,0.268022089005618,-0.502117636347079,560.701542940797
3.21808677110641e-05,0.270657934204229,-0.489850496237668,560.7015460953
3.249585338365e-05,0.273307130014915,-0.477831882171623,560.701549185816
3.28124425628704e-05,0.275969812153681,-0.466057992347715,560.701552213328
3.31306516412453e-05,0.278646118490001,-0.454525063459458,560.701555178803
3.34504973081421e-05,0.28133618939,-0.44322936930625,560.701558083205
3.37719964467477e-05,0.284040166849933,-0.432167224484316,560.701560927483
3.40951662098373e-05,0.286758195133441,-0.421334981579799,560.701563712578
3.44200240788806e-05,0.289490421268664,-0.410729029286539,560.701566439422
3.47465877251086e-05,0.292236993879744,-0.400345797012094,560.701569108933
3.50748751464558e-05,0.294998064338573,-0.390181750323592,560.701571722025
3.54049046199631e-05,0.297773786364485,-0.38023339254826,560.701574279598
3.57366947148019e-05,0.300564316133787,-0.370497264354648,560.701576782543
3.60702642306886e-05,0.3033698117618,-0.360969945475003,560.701579231743
3.64056323560573e-05,0.306190434633171,-0.351648050096057,560.70158162807
3.67428185735296e-05,0.309026348606821,-0.342528229689891,560.701583972388
3.70818426358117e-05,0.311877719813236,-0.333607173558412,560.701586265548
3.74227246474058e-05,0.31474471734169,-0.324881606583664,560.701588508395
3.77654850564976e-05,0.317627513172029,-0.316348289510867,560.701590701764
3.8110144622314e-05,0.320526281900118,-0.308004019752352,560.70159284648
3.84567244220878e-05,0.323441200796427,-0.29984563111443,560.701594943359
3.88052459990622e-05,0.326372451050826,-0.291869990350137,560.701596993207
3.91557311106268e-05,0.329320215654271,-0.284074003026165,560.701598996822
