Grip_Fact,fd,time75_s,score
0.6,3.58333333333333,6.57419692215193,0
0.7,3.58333333333333,5.94150092682272,0
0.8,3.58333333333333,5.4122744452391,9.36035607127637
0.9,3.58333333333333,4.61424573940808,43.2341883954333
0.5,3.66666666666667,7.34015528444448,0
0.6,3.66666666666667,6.5952727971375,0
0.7,3.66666666666667,5.94499475473178,0
0.8,3.66666666666667,5.4154912732265,9.24401407324817
0.9,3.66666666666667,4.56383770131806,45.771625192511
0.5,3.75,7.39774013532021,0
0.6,3.75,6.57038401273734,0
0.7,3.75,5.94701631979884,0
0.8,3.75,5.41568289807869,9.23708799975551
0.9,3.75,4.51603428898811,48.2302815181946
0.5,3.83333333333333,7.38153171976994,0
0.6,3.83333333333333,6.58586888226079,0
0.7,3.83333333333333,5.9363135451918,0
0.8,3.83333333333333,5.4177573441508,9.1621407462013
0.9,3.83333333333333,4.47083055767973,50.6035954782737
0.5,3.91666666666667,7.36779509265644,0
0.6,3.91666666666667,6.56998708943997,0
0.7,3.91666666666667,5.92680531827807,0
0.8,3.91666666666667,5.41796217068698,9.15474372176899
0.9,3.91666666666667,4.82713513719256,33.102304446053
0.5,4,7.34559142166022,0
0.6,4,6.55047346066546,0
0.7,4,5.9492377503647,0
0.8,4,5.41992835458087,9.08376617728823
0.9,4,4.9179664535597,29.0464072417004
0.5,4.08333333333333,7.32446889989139,0
0.6,4.08333333333333,6.60791311354111,0
0.7,4.08333333333333,5.93913769139744,0
0.8,4.08333333333333,5.41991995878872,9.08406914867181
0.9,4.08333333333333,5.01470973104682,24.8881075582642
0.5,4.16666666666667,7.30548065891553,0
0.6,4.16666666666667,6.5896449729802,0
0.7,4.16666666666667,5.92981943164776,0
0.8,4.16666666666667,5.42199003338393,9.00939663723606
0.9,4.16666666666667,5.01768327432362,24.762836262397
0.5,4.25,7.3961003819597,0
0.6,4.25,6.57282729632325,0
0.7,4.25,5.94529443776479,0
0.8,4.25,5.4214283466909,9.02965237418046
0.9,4.25,5.0200506305708,24.6632089016337
0.5,4.33333333333333,7.37990862282283,0
0.6,4.33333333333333,6.55749496534774,0
0.7,4.33333333333333,5.94586264292491,0
0.8,4.33333333333333,5.42246728271276,8.99218920684339
0.9,4.33333333333333,5.01994198034017,24.6677792595058
0.5,4.41666666666667,7.37713652074184,0
0.6,4.41666666666667,6.53728881652204,0
0.7,4.41666666666667,5.93791605768513,0
0.8,4.41666666666667,5.42370895794816,8.94743425927228
0.9,4.41666666666667,5.02190551598795,24.5852138944431
0.5,4.5,7.35147043632498,0
0.6,4.5,6.60677114721763,0
0.7,4.5,5.93028214511767,0
0.8,4.5,5.42497328464854,8.90188391336505
0.9,4.5,5.02065288015944,24.6378789378357
0.5,4.58333333333333,7.33866942733333,0
0.6,4.58333333333333,6.59464703922749,0
0.7,4.58333333333333,5.95522014154465,0
0.8,4.58333333333333,5.42512096777108,8.89656466600827
0.9,4.58333333333333,5.02104983543279,24.6211867524971
0.5,4.66666666666667,7.32722644649527,0
0.6,4.66666666666667,6.58324201563114,0
0.7,4.66666666666667,5.94812431237547,0
0.8,4.66666666666667,5.42625253370661,8.85581755829039
0.9,4.66666666666667,5.01892361027572,24.7106264836667
0.5,4.75,7.33878721836686,0
0.6,4.75,6.57517330901443,0
0.7,4.75,5.94130307717193,0
0.8,4.75,5.42766532574511,8.80496749161247
0.9,4.75,5.01769055009471,24.7625299262411
0.5,4.83333333333333,7.30758672136663,0
0.6,4.83333333333333,6.56457477589897,0
0.7,4.83333333333333,5.93480357961513,0
0.8,4.83333333333333,5.42807586123654,8.79019621301245
0.9,4.83333333333333,5.01699326692338,24.7918920957739
0.5,4.91666666666667,7.40734039912484,0
0.6,4.91666666666667,6.55673359253486,0
0.7,4.91666666666667,5.92856957722215,0
0.8,4.91666666666667,5.4286234885114,8.77049577915756
0.9,4.91666666666667,5.01495491033219,24.8777728720958
0.5,5,7.39958485606404,0
0.6,5,6.54933214044109,0
0.7,5,5.95490437524538,0
0.8,5,5.42927354586707,8.74711566742536
0.9,5,5.01165370884611,25.01700847345
0.5,5.08333333333333,7.393500771029,0
0.6,5.08333333333333,6.5435198861259,0
0.7,5.08333333333333,5.94941511566095,0
0.8,5.08333333333333,5.42810626923406,8.78910220646422
0.9,5.08333333333333,5.01074179493897,25.0555028340692
0.5,5.16666666666667,7.38766219163153,0
0.6,5.16666666666667,6.53815132279717,0
0.7,5.16666666666667,5.9442193219854,0
0.8,5.16666666666667,5.42726386293842,8.8194144914983
0.9,5.16666666666667,5.00996354932226,25.0883657763144
0.5,5.25,7.30815243713042,0
0.6,5.25,6.60723000189228,0
0.7,5.25,5.9395003769342,0
0.8,5.25,5.42508074959475,8.89801321467611
0.9,5.25,5.00760938716257,25.1878370580437
0.5,5.33333333333333,7.37994458275924,0
0.6,5.33333333333333,6.60379299291886,0
0.7,5.33333333333333,5.93519420116296,0
0.8,5.33333333333333,5.42167391671005,9.02079602811176
0.9,5.33333333333333,5.0078025931484,25.1796699315475
0.5,5.41666666666667,7.37741582778506,0
0.6,5.41666666666667,6.60099305487039,0
0.7,5.41666666666667,5.93158655073462,0
0.8,5.41666666666667,5.41692017815441,9.19237964314405
0.9,5.41666666666667,5.00551481957268,25.2764182527176
0.5,5.5,7.37633494534303,0
0.6,5.5,6.59916305475223,0
0.7,5.5,5.92864371744679,0
0.8,5.5,5.41175885341992,9.37901617791218
0.9,5.5,5.00575913374578,25.2660821620019
0.5,5.58333333333333,7.37589029506518,0
0.6,5.58333333333333,6.54087196215533,0
0.7,5.58333333333333,5.93017199503822,0
0.8,5.58333333333333,5.40751158122589,9.53286725826783
0.9,5.58333333333333,5.00440807341516,25.3232535094986
0.5,5.66666666666667,7.37705711495987,0
0.6,5.66666666666667,6.59793061466085,0
0.7,5.66666666666667,5.9269907215146,0
0.8,5.66666666666667,5.40251222186552,9.71427152162153
0.9,5.66666666666667,5.00243455876488,25.4068200787678
0.5,5.75,7.37915741783814,0
0.6,5.75,6.59958517707801,0
0.7,5.75,5.92439412144809,0
0.8,5.75,5.39548675356535,9.96976230634171
0.9,5.75,5.00166301776883,25.4395081664003
0.5,5.83333333333333,7.38346029392101,0
0.6,5.83333333333333,6.60189750178453,0
0.7,5.83333333333333,5.92160348015628,0
0.8,5.83333333333333,5.3912842711926,10.1229096217753
0.9,5.83333333333333,5.00140248572884,25.4505484761085
0.5,5.91666666666667,7.38812381590362,0
0.6,5.91666666666667,6.53947152560518,0
0.7,5.91666666666667,5.91399157213947,0
0.8,5.91666666666667,5.38909837889149,10.2026625737806
0.9,5.91666666666667,4.99991323332925,25.5136791442186
0.5,6,7.39492666669847,0
0.6,6,6.54612138417967,0
0.7,6,5.90707389712159,0
0.8,6,5.38861953764455,10.2201418831965
0.9,6,4.99985749429094,25.5160426992996
